incident_id,asset_id,incident_date,severity,downtime_hours,incident_type
INC-001290,AST-00534,2025-05-01,High,6.4,Overheating
INC-001291,AST-00534,2026-05-12,Low,0.7,Electrical fault
INC-001292,AST-00535,2024-02-07,High,3.4,Physical damage
INC-001293,AST-00535,2024-02-07,Low,1.4,Overheating
INC-001294,AST-00536,2025-03-01,Medium,1.8,Inspection finding
INC-001295,AST-00536,2025-12-25,Low,1.1,Protection trip
INC-001296,AST-00536,2026-01-26,Critical,9.6,Protection trip
INC-001297,AST-00537,2026-04-17,Low,0.5,Overheating
INC-001298,AST-00537,2026-08-17,Medium,2.4,Overheating
INC-001299,AST-00537,2025-10-06,Medium,4.4,Overheating
INC-001300,AST-00539,2026-02-09,Medium,2.7,Physical damage
INC-001301,AST-00539,2026-05-29,Medium,1.1,Physical damage
INC-001302,AST-00539,2026-07-17,Medium,1.2,Physical damage
INC-001303,AST-00539,2026-08-08,Low,3.1,Overheating
INC-001304,AST-00540,2024-12-09,Medium,2.7,Protection trip
INC-001305,AST-00540,2025-02-13,Medium,2.4,Overheating
INC-001306,AST-00540,2025-07-27,Low,0.8,Electrical fault
INC-001307,AST-00540,2025-01-12,Low,2.5,Electrical fault
INC-001308,AST-00542,2025-04-29,Low,1.6,Physical damage
INC-001309,AST-00542,2026-08-21,Medium,1.1,Inspection finding
INC-001310,AST-00542,2025-05-28,High,8.9,Inspection finding
INC-001311,AST-00542,2025-12-23,High,3.7,Inspection finding
INC-001312,AST-00543,2025-05-20,High,3.9,Electrical fault
INC-001313,AST-00543,2025-10-04,Medium,4.6,Overheating
INC-001314,AST-00543,2024-04-20,Medium,3.1,Overheating
INC-001315,AST-00543,2026-08-29,Medium,3.5,Electrical fault
INC-001316,AST-00543,2024-08-25,Low,0.4,Protection trip
INC-001317,AST-00543,2024-11-14,High,5.4,Protection trip
INC-001318,AST-00544,2025-07-21,Medium,1.7,Overheating
INC-001319,AST-00545,2025-01-11,Low,0.4,Overheating
INC-001320,AST-00545,2024-07-07,High,2.3,Electrical fault
INC-001321,AST-00546,2024-06-15,Medium,2.9,Inspection finding
INC-001322,AST-00546,2024-05-22,Medium,4.6,Inspection finding
INC-001323,AST-00546,2024-03-28,Medium,3.6,Electrical fault
INC-001324,AST-00546,2026-06-08,Medium,4.5,Electrical fault
INC-001325,AST-00547,2024-01-14,Medium,0.9,Protection trip
INC-001326,AST-00547,2024-10-21,High,1.9,Protection trip
INC-001327,AST-00547,2025-07-10,High,6.4,Overheating
INC-001328,AST-00547,2024-04-10,Medium,3.7,Inspection finding
INC-001329,AST-00547,2025-05-02,Low,0.7,Inspection finding
INC-001330,AST-00548,2026-07-31,High,7.4,Protection trip
INC-001331,AST-00549,2024-01-05,High,12.4,Physical damage
INC-001332,AST-00549,2025-11-05,Low,2.1,Inspection finding
INC-001333,AST-00550,2026-08-21,Medium,1.9,Overheating
INC-001334,AST-00550,2025-02-19,Medium,2.1,Overheating
INC-001335,AST-00551,2026-01-25,High,9.9,Physical damage
INC-001336,AST-00551,2026-06-06,Low,0.8,Electrical fault
INC-001337,AST-00551,2024-03-22,High,2.2,Overheating
INC-001338,AST-00552,2024-06-16,Low,1.7,Overheating
INC-001339,AST-00553,2026-08-08,Low,1.0,Electrical fault
INC-001340,AST-00554,2025-11-04,Low,0.6,Inspection finding
INC-001341,AST-00554,2026-07-10,Low,1.2,Inspection finding
INC-001342,AST-00554,2025-05-05,Low,0.6,Overheating
INC-001343,AST-00555,2024-08-04,Low,1.2,Inspection finding
INC-001344,AST-00555,2026-02-04,High,1.2,Physical damage
INC-001345,AST-00555,2026-01-18,High,3.5,Physical damage
INC-001346,AST-00557,2025-10-14,Low,3.0,Overheating
INC-001347,AST-00557,2026-02-25,Low,0.5,Inspection finding
INC-001348,AST-00557,2026-03-15,Medium,6.2,Overheating
INC-001349,AST-00557,2024-11-06,Low,0.4,Protection trip
INC-001350,AST-00558,2024-07-25,High,9.3,Physical damage
INC-001351,AST-00558,2025-01-18,Critical,5.5,Electrical fault
INC-001352,AST-00558,2025-01-03,Medium,4.5,Inspection finding
INC-001353,AST-00559,2025-07-15,Low,2.9,Physical damage
INC-001354,AST-00560,2024-09-08,High,5.9,Electrical fault
INC-001355,AST-00560,2024-03-21,High,1.2,Inspection finding
INC-001356,AST-00560,2024-02-13,Critical,8.9,Inspection finding
INC-001357,AST-00561,2026-02-12,Low,1.4,Electrical fault
INC-001358,AST-00561,2025-01-09,Low,1.2,Overheating
INC-001359,AST-00561,2026-05-10,Medium,0.8,Protection trip
INC-001360,AST-00561,2026-07-08,Low,0.4,Physical damage
INC-001361,AST-00562,2025-05-14,Medium,1.7,Protection trip
INC-001362,AST-00562,2026-02-17,Medium,6.5,Protection trip
INC-001363,AST-00562,2024-12-30,Low,1.7,Inspection finding
INC-001364,AST-00562,2025-06-06,Critical,9.3,Overheating
INC-001365,AST-00562,2024-12-04,Low,2.0,Overheating
INC-001366,AST-00562,2024-07-06,High,4.1,Physical damage
INC-001367,AST-00564,2024-02-20,Low,0.7,Electrical fault
INC-001368,AST-00565,2026-01-08,Low,0.9,Electrical fault
INC-001369,AST-00565,2025-12-12,High,4.4,Overheating
INC-001370,AST-00566,2025-08-04,Critical,6.2,Electrical fault
INC-001371,AST-00566,2026-02-01,Low,1.3,Electrical fault
INC-001372,AST-00566,2025-08-09,High,5.3,Protection trip
INC-001373,AST-00567,2024-07-03,Low,0.8,Inspection finding
INC-001374,AST-00567,2026-04-08,Low,1.0,Electrical fault
INC-001375,AST-00567,2025-07-19,Medium,2.3,Physical damage
INC-001376,AST-00567,2025-02-01,Medium,0.6,Overheating
INC-001377,AST-00567,2024-08-23,Low,1.7,Protection trip
INC-001378,AST-00567,2025-01-25,High,5.5,Inspection finding
INC-001379,AST-00569,2026-08-05,Low,0.5,Physical damage
INC-001380,AST-00570,2025-04-04,Low,1.6,Electrical fault
INC-001381,AST-00570,2025-07-26,Low,3.2,Protection trip
INC-001382,AST-00570,2024-08-09,Low,1.4,Inspection finding
INC-001383,AST-00570,2025-04-02,Medium,1.5,Protection trip
INC-001384,AST-00571,2024-01-23,Medium,4.0,Protection trip
INC-001385,AST-00571,2026-08-22,Low,1.2,Physical damage
INC-001386,AST-00571,2026-03-09,Low,1.7,Overheating
INC-001387,AST-00571,2024-10-11,Low,0.7,Inspection finding
INC-001388,AST-00571,2024-07-30,Medium,2.5,Protection trip
INC-001389,AST-00572,2025-03-01,Medium,4.1,Electrical fault
INC-001390,AST-00572,2025-09-17,High,7.8,Protection trip
INC-001391,AST-00572,2024-02-06,Critical,3.3,Electrical fault
INC-001392,AST-00572,2026-05-21,High,17.1,Electrical fault
INC-001393,AST-00573,2025-12-25,Low,0.4,Overheating
INC-001394,AST-00574,2024-08-04,Medium,0.9,Protection trip
INC-001395,AST-00575,2025-07-05,Low,0.4,Inspection finding
INC-001396,AST-00575,2024-04-14,Medium,0.9,Electrical fault
INC-001397,AST-00575,2025-10-19,High,5.7,Overheating
INC-001398,AST-00575,2025-06-06,Low,0.4,Physical damage
INC-001399,AST-00576,2026-03-08,Low,1.1,Physical damage
INC-001400,AST-00576,2024-03-13,Medium,0.4,Inspection finding
INC-001401,AST-00576,2024-10-09,Low,0.6,Protection trip
INC-001402,AST-00577,2026-05-16,Low,0.4,Physical damage
INC-001403,AST-00577,2025-12-02,Medium,1.9,Physical damage
INC-001404,AST-00578,2024-11-15,Medium,1.1,Protection trip
INC-001405,AST-00578,2025-10-26,Medium,0.7,Protection trip
INC-001406,AST-00579,2024-11-18,Low,0.7,Protection trip
INC-001407,AST-00579,2025-01-10,Low,2.4,Electrical fault
INC-001408,AST-00580,2025-02-11,Medium,0.4,Physical damage
INC-001409,AST-00581,2024-06-07,High,8.1,Physical damage
INC-001410,AST-00581,2025-05-05,High,6.6,Overheating
INC-001411,AST-00581,2024-12-13,Low,0.4,Protection trip
INC-001412,AST-00582,2024-08-17,High,4.9,Electrical fault
INC-001413,AST-00582,2025-01-12,Low,1.3,Inspection finding
INC-001414,AST-00582,2025-10-11,Medium,1.9,Physical damage
INC-001415,AST-00582,2025-01-23,Medium,1.3,Overheating
INC-001416,AST-00583,2026-01-18,Medium,1.5,Protection trip
INC-001417,AST-00583,2024-07-04,High,3.7,Overheating
INC-001418,AST-00583,2026-07-17,Medium,2.8,Inspection finding
INC-001419,AST-00583,2024-12-31,Low,1.6,Inspection finding
INC-001420,AST-00584,2025-06-28,Medium,2.0,Protection trip
INC-001421,AST-00584,2025-11-25,Low,2.8,Protection trip
INC-001422,AST-00584,2024-12-25,Low,0.4,Electrical fault
INC-001423,AST-00584,2025-12-18,Critical,19.0,Overheating
INC-001424,AST-00586,2026-04-30,Medium,1.7,Protection trip
INC-001425,AST-00587,2025-09-15,Medium,2.1,Protection trip
INC-001426,AST-00587,2026-05-21,Medium,3.6,Physical damage
INC-001427,AST-00588,2025-11-26,Medium,2.0,Protection trip
INC-001428,AST-00588,2026-06-13,Low,1.2,Overheating
INC-001429,AST-00588,2025-03-30,Low,1.4,Protection trip
INC-001430,AST-00589,2024-03-10,Low,0.5,Overheating
INC-001431,AST-00589,2024-04-29,Low,2.7,Overheating
INC-001432,AST-00589,2024-08-28,Low,5.4,Protection trip
INC-001433,AST-00589,2025-01-25,Critical,5.1,Inspection finding
INC-001434,AST-00589,2024-11-18,High,0.4,Physical damage
INC-001435,AST-00590,2026-01-13,High,0.4,Protection trip
INC-001436,AST-00591,2026-07-11,Low,0.8,Inspection finding
INC-001437,AST-00591,2025-12-22,Low,1.8,Protection trip
INC-001438,AST-00591,2025-10-21,Medium,4.6,Inspection finding
INC-001439,AST-00592,2024-12-23,High,1.8,Overheating
INC-001440,AST-00593,2024-02-09,Low,0.4,Electrical fault
INC-001441,AST-00593,2025-03-24,Medium,5.5,Inspection finding
INC-001442,AST-00593,2026-02-13,Low,3.1,Overheating
INC-001443,AST-00593,2025-03-15,Medium,5.2,Inspection finding
INC-001444,AST-00594,2026-08-26,Medium,8.2,Inspection finding
INC-001445,AST-00594,2024-09-24,High,1.0,Protection trip
INC-001446,AST-00595,2024-01-11,Medium,0.8,Protection trip
INC-001447,AST-00595,2026-07-02,Medium,1.7,Physical damage
INC-001448,AST-00595,2024-05-24,Medium,1.8,Overheating
INC-001449,AST-00595,2024-08-09,High,4.9,Physical damage
INC-001450,AST-00596,2024-11-16,High,2.6,Protection trip
INC-001451,AST-00597,2025-05-04,Low,4.1,Overheating
INC-001452,AST-00597,2024-03-08,Low,6.0,Overheating
INC-001453,AST-00597,2025-05-31,Medium,6.5,Overheating
INC-001454,AST-00598,2025-03-30,Low,0.5,Inspection finding
INC-001455,AST-00598,2024-06-17,Low,1.3,Overheating
INC-001456,AST-00599,2025-05-10,Medium,3.1,Overheating
INC-001457,AST-00599,2025-09-09,High,0.9,Inspection finding
INC-001458,AST-00599,2026-04-29,Low,1.6,Overheating
INC-001459,AST-00599,2025-08-20,High,4.2,Overheating
INC-001460,AST-00601,2025-10-17,High,2.2,Protection trip
INC-001461,AST-00601,2024-08-11,Medium,2.2,Protection trip
INC-001462,AST-00601,2026-03-11,Low,3.3,Inspection finding
INC-001463,AST-00602,2025-06-05,Medium,1.2,Protection trip
INC-001464,AST-00603,2025-10-16,Low,0.9,Inspection finding
INC-001465,AST-00603,2024-05-26,Low,1.8,Electrical fault
INC-001466,AST-00603,2025-08-30,Critical,1.5,Electrical fault
INC-001467,AST-00603,2024-08-25,Low,1.3,Protection trip
INC-001468,AST-00604,2024-10-31,Medium,4.8,Physical damage
INC-001469,AST-00604,2024-10-12,Low,2.2,Inspection finding
INC-001470,AST-00604,2024-07-31,Low,0.5,Overheating
INC-001471,AST-00605,2024-05-30,Low,3.5,Electrical fault
INC-001472,AST-00605,2025-05-28,Medium,3.9,Electrical fault
INC-001473,AST-00606,2026-06-17,Low,1.2,Electrical fault
INC-001474,AST-00606,2025-07-10,High,1.4,Physical damage
INC-001475,AST-00606,2024-08-26,High,7.8,Physical damage
INC-001476,AST-00606,2025-03-12,Medium,1.4,Electrical fault
INC-001477,AST-00607,2025-10-11,High,11.6,Electrical fault
INC-001478,AST-00607,2024-08-04,High,4.2,Inspection finding
INC-001479,AST-00607,2026-08-14,Medium,2.3,Electrical fault
INC-001480,AST-00607,2026-08-15,Low,1.0,Overheating
INC-001481,AST-00607,2026-08-25,High,6.8,Inspection finding
INC-001482,AST-00608,2025-06-01,Critical,8.8,Inspection finding
INC-001483,AST-00609,2025-11-18,Medium,3.0,Overheating
INC-001484,AST-00609,2025-11-24,Medium,2.2,Inspection finding
INC-001485,AST-00609,2024-01-11,Low,0.4,Protection trip
INC-001486,AST-00609,2026-04-22,Low,0.4,Protection trip
INC-001487,AST-00610,2025-10-17,Low,2.5,Physical damage
INC-001488,AST-00610,2025-06-11,Low,1.2,Protection trip
INC-001489,AST-00610,2026-07-01,Medium,7.4,Overheating
INC-001490,AST-00610,2026-06-27,Low,2.2,Inspection finding
INC-001491,AST-00611,2025-06-28,Low,1.5,Overheating
INC-001492,AST-00611,2025-04-01,Medium,3.5,Overheating
INC-001493,AST-00611,2025-06-13,Low,1.0,Inspection finding
INC-001494,AST-00611,2026-07-07,Medium,0.8,Overheating
INC-001495,AST-00611,2025-01-15,Medium,3.9,Electrical fault
INC-001496,AST-00612,2024-12-16,Medium,3.0,Electrical fault
INC-001497,AST-00612,2025-10-13,Low,0.8,Overheating
INC-001498,AST-00612,2024-03-17,Low,1.5,Electrical fault
INC-001499,AST-00612,2025-03-26,Low,3.7,Protection trip
INC-001500,AST-00612,2025-05-07,High,6.7,Physical damage
INC-001501,AST-00613,2026-08-25,Medium,1.1,Physical damage
INC-001502,AST-00613,2024-02-01,Low,1.1,Electrical fault
INC-001503,AST-00614,2025-08-12,Low,1.1,Electrical fault
INC-001504,AST-00614,2024-03-14,High,1.6,Protection trip
INC-001505,AST-00615,2026-06-16,Low,3.5,Inspection finding
INC-001506,AST-00615,2026-08-04,Low,0.4,Inspection finding
INC-001507,AST-00616,2026-03-20,High,2.7,Physical damage
INC-001508,AST-00616,2026-06-17,Medium,3.4,Physical damage
INC-001509,AST-00616,2024-09-28,High,2.1,Electrical fault
INC-001510,AST-00616,2026-03-11,Low,1.8,Inspection finding
INC-001511,AST-00617,2025-06-10,Critical,6.7,Physical damage
INC-001512,AST-00617,2024-01-23,High,1.5,Protection trip
INC-001513,AST-00617,2026-04-27,Low,3.2,Overheating
INC-001514,AST-00617,2025-10-30,Critical,12.0,Protection trip
INC-001515,AST-00617,2024-02-17,Medium,1.0,Protection trip
INC-001516,AST-00617,2024-10-05,Low,0.8,Inspection finding
INC-001517,AST-00618,2025-04-03,Low,1.8,Physical damage
INC-001518,AST-00618,2025-01-10,Medium,0.6,Overheating
INC-001519,AST-00619,2024-06-13,Low,2.1,Inspection finding
INC-001520,AST-00619,2024-02-29,Low,1.0,Inspection finding
INC-001521,AST-00619,2024-09-03,High,16.8,Overheating
INC-001522,AST-00620,2025-12-06,Low,0.6,Protection trip
INC-001523,AST-00620,2025-12-07,Low,3.2,Protection trip
INC-001524,AST-00620,2025-02-18,Low,1.8,Electrical fault
INC-001525,AST-00620,2024-08-25,Medium,1.9,Overheating
INC-001526,AST-00621,2024-02-05,Medium,1.2,Overheating
INC-001527,AST-00621,2024-12-22,Low,1.8,Overheating
INC-001528,AST-00621,2025-06-18,Low,2.3,Protection trip
INC-001529,AST-00621,2024-02-06,Low,2.2,Protection trip
INC-001530,AST-00622,2024-11-21,Medium,1.7,Inspection finding
INC-001531,AST-00622,2025-01-23,Low,0.8,Electrical fault
INC-001532,AST-00623,2024-01-10,Medium,2.6,Inspection finding
INC-001533,AST-00624,2025-01-16,Low,0.7,Protection trip
INC-001534,AST-00624,2024-10-03,High,5.6,Physical damage
INC-001535,AST-00624,2024-07-04,Low,2.8,Electrical fault
INC-001536,AST-00624,2025-06-08,High,8.9,Physical damage
INC-001537,AST-00624,2026-08-09,Medium,1.9,Inspection finding
INC-001538,AST-00624,2025-02-16,Low,1.0,Inspection finding
INC-001539,AST-00625,2024-05-06,Medium,3.3,Inspection finding
INC-001540,AST-00625,2026-07-30,Low,2.7,Inspection finding
INC-001541,AST-00625,2026-01-04,Low,0.6,Overheating
INC-001542,AST-00625,2026-05-12,Low,1.3,Inspection finding
INC-001543,AST-00626,2026-03-28,High,6.1,Electrical fault
INC-001544,AST-00626,2025-12-27,Low,1.7,Inspection finding
INC-001545,AST-00626,2025-02-01,Low,1.7,Electrical fault
INC-001546,AST-00627,2025-11-06,Low,0.8,Protection trip
INC-001547,AST-00627,2025-11-17,Medium,1.4,Physical damage
INC-001548,AST-00627,2026-02-12,Medium,7.7,Physical damage
INC-001549,AST-00628,2026-06-23,Low,2.9,Inspection finding
INC-001550,AST-00629,2025-09-25,Low,1.1,Inspection finding
INC-001551,AST-00630,2026-07-25,Medium,1.2,Electrical fault
INC-001552,AST-00631,2025-08-06,Medium,0.9,Overheating
INC-001553,AST-00631,2024-01-06,Low,2.7,Inspection finding
INC-001554,AST-00631,2026-08-31,Medium,0.8,Electrical fault
INC-001555,AST-00632,2024-06-07,Critical,5.2,Overheating
INC-001556,AST-00633,2025-01-08,Medium,1.5,Physical damage
INC-001557,AST-00633,2024-11-16,Low,0.8,Overheating
INC-001558,AST-00633,2025-09-04,Medium,3.8,Physical damage
INC-001559,AST-00634,2025-10-08,Medium,0.9,Overheating
INC-001560,AST-00634,2025-06-15,High,3.8,Electrical fault
INC-001561,AST-00634,2026-01-24,Low,5.8,Physical damage
INC-001562,AST-00634,2024-09-05,Low,0.6,Overheating
INC-001563,AST-00634,2025-12-26,Low,1.8,Physical damage
INC-001564,AST-00635,2024-05-15,Low,0.9,Physical damage
INC-001565,AST-00636,2025-10-03,Medium,3.1,Overheating
INC-001566,AST-00636,2026-01-21,Medium,0.7,Physical damage
INC-001567,AST-00637,2026-05-20,High,7.2,Physical damage
INC-001568,AST-00637,2026-02-20,Low,0.6,Electrical fault
INC-001569,AST-00639,2024-03-04,Low,2.6,Physical damage
INC-001570,AST-00640,2026-08-04,Medium,0.7,Electrical fault
INC-001571,AST-00640,2026-05-24,Medium,2.8,Protection trip
INC-001572,AST-00640,2025-05-09,Low,1.6,Inspection finding
INC-001573,AST-00640,2024-11-06,Medium,3.2,Electrical fault
INC-001574,AST-00640,2024-04-25,Medium,1.0,Electrical fault
INC-001575,AST-00641,2024-09-27,Low,0.5,Protection trip
INC-001576,AST-00641,2024-04-13,Medium,5.2,Overheating
INC-001577,AST-00643,2026-08-07,Medium,3.8,Physical damage
INC-001578,AST-00644,2025-10-04,Medium,1.6,Electrical fault
INC-001579,AST-00644,2024-08-26,Medium,1.8,Overheating
INC-001580,AST-00644,2024-05-24,Low,1.5,Physical damage
INC-001581,AST-00645,2024-01-16,High,6.9,Electrical fault
INC-001582,AST-00646,2026-03-20,High,1.6,Protection trip
INC-001583,AST-00647,2026-02-27,Low,5.5,Overheating
INC-001584,AST-00648,2026-06-07,Medium,1.7,Physical damage
INC-001585,AST-00649,2024-01-26,High,4.8,Overheating
INC-001586,AST-00649,2025-09-03,Medium,6.0,Electrical fault
INC-001587,AST-00650,2025-10-10,High,2.1,Electrical fault
INC-001588,AST-00650,2025-11-26,High,9.5,Overheating
INC-001589,AST-00651,2026-06-30,Medium,1.4,Protection trip
INC-001590,AST-00651,2025-07-09,Medium,1.4,Protection trip
INC-001591,AST-00651,2024-09-16,Low,2.6,Inspection finding
INC-001592,AST-00651,2026-01-14,Low,0.4,Physical damage
INC-001593,AST-00651,2025-04-18,Medium,2.5,Physical damage
INC-001594,AST-00652,2024-10-07,High,12.1,Physical damage
INC-001595,AST-00652,2025-08-18,Medium,2.7,Protection trip
INC-001596,AST-00652,2025-09-25,Low,3.8,Physical damage
INC-001597,AST-00653,2025-10-16,High,7.2,Inspection finding
INC-001598,AST-00653,2025-12-19,Low,2.8,Inspection finding
INC-001599,AST-00653,2024-05-18,Low,2.5,Protection trip
INC-001600,AST-00653,2025-05-03,Medium,1.8,Protection trip
INC-001601,AST-00655,2024-12-15,High,2.8,Overheating
INC-001602,AST-00655,2024-11-11,Low,2.8,Overheating
INC-001603,AST-00655,2025-01-25,High,3.4,Electrical fault
INC-001604,AST-00655,2026-08-26,Low,1.3,Electrical fault
INC-001605,AST-00655,2025-05-11,Low,0.7,Inspection finding
INC-001606,AST-00655,2024-03-01,Medium,3.8,Physical damage
INC-001607,AST-00655,2025-06-12,Medium,1.0,Overheating
INC-001608,AST-00655,2025-12-11,High,6.1,Physical damage
INC-001609,AST-00656,2025-11-20,Low,1.3,Physical damage
INC-001610,AST-00657,2024-08-03,High,4.3,Electrical fault
INC-001611,AST-00657,2024-06-09,High,2.0,Overheating
INC-001612,AST-00658,2025-03-27,Low,0.9,Protection trip
INC-001613,AST-00658,2026-01-26,Low,0.6,Electrical fault
INC-001614,AST-00658,2024-07-04,Critical,12.5,Overheating
INC-001615,AST-00659,2025-09-29,Low,1.7,Protection trip
INC-001616,AST-00659,2025-07-04,High,2.7,Inspection finding
INC-001617,AST-00660,2026-07-22,Low,1.9,Electrical fault
INC-001618,AST-00660,2024-03-11,Medium,6.1,Electrical fault
INC-001619,AST-00660,2024-08-24,Medium,1.7,Inspection finding
INC-001620,AST-00661,2026-04-22,Medium,1.4,Inspection finding
INC-001621,AST-00661,2024-06-29,Low,1.6,Inspection finding
INC-001622,AST-00661,2025-08-12,Medium,3.4,Inspection finding
INC-001623,AST-00662,2025-03-03,Medium,3.3,Physical damage
INC-001624,AST-00662,2024-03-10,Critical,6.1,Protection trip
INC-001625,AST-00663,2024-05-29,High,11.3,Protection trip
INC-001626,AST-00664,2024-03-23,High,3.1,Protection trip
INC-001627,AST-00666,2025-05-08,Low,5.5,Overheating
INC-001628,AST-00668,2024-05-17,Low,1.3,Inspection finding
INC-001629,AST-00668,2024-04-08,High,4.1,Inspection finding
INC-001630,AST-00669,2025-12-07,High,5.7,Electrical fault
INC-001631,AST-00669,2026-07-25,Low,2.3,Electrical fault
INC-001632,AST-00670,2025-08-19,Medium,1.4,Protection trip
INC-001633,AST-00670,2025-05-02,Low,0.4,Protection trip
INC-001634,AST-00670,2026-08-09,High,3.3,Protection trip
INC-001635,AST-00670,2025-03-09,Low,1.6,Electrical fault
INC-001636,AST-00670,2024-08-09,Medium,2.1,Physical damage
INC-001637,AST-00670,2025-06-29,Critical,23.7,Electrical fault
INC-001638,AST-00670,2026-08-24,Low,3.7,Overheating
INC-001639,AST-00671,2024-03-18,Medium,2.0,Protection trip
INC-001640,AST-00671,2024-03-02,Critical,5.2,Physical damage
INC-001641,AST-00671,2025-02-09,Medium,3.9,Inspection finding
INC-001642,AST-00671,2025-10-16,High,8.0,Inspection finding
INC-001643,AST-00671,2024-10-07,High,2.5,Electrical fault
INC-001644,AST-00671,2025-03-26,Medium,1.4,Electrical fault
INC-001645,AST-00672,2025-06-27,Medium,6.7,Inspection finding
INC-001646,AST-00672,2024-01-26,Low,0.8,Electrical fault
INC-001647,AST-00672,2024-05-04,Low,0.6,Physical damage
INC-001648,AST-00672,2026-04-12,Low,1.6,Inspection finding
INC-001649,AST-00672,2026-06-24,Critical,3.7,Overheating
INC-001650,AST-00672,2025-11-16,Medium,3.0,Overheating
INC-001651,AST-00672,2026-08-05,Low,0.7,Protection trip
INC-001652,AST-00672,2026-06-01,Medium,1.1,Physical damage
INC-001653,AST-00672,2025-03-14,Critical,6.7,Inspection finding
INC-001654,AST-00673,2024-11-07,High,2.1,Protection trip
INC-001655,AST-00673,2025-09-02,Low,0.7,Electrical fault
INC-001656,AST-00675,2024-06-12,High,15.2,Physical damage
INC-001657,AST-00675,2024-04-15,High,6.1,Protection trip
INC-001658,AST-00676,2024-03-04,High,4.1,Inspection finding
INC-001659,AST-00676,2024-05-24,Medium,1.7,Electrical fault
INC-001660,AST-00676,2024-06-22,High,4.5,Inspection finding
INC-001661,AST-00676,2026-06-28,High,2.1,Inspection finding
INC-001662,AST-00676,2024-08-06,High,2.1,Physical damage
INC-001663,AST-00677,2025-03-21,High,2.1,Overheating
INC-001664,AST-00677,2024-10-10,Medium,0.9,Overheating
INC-001665,AST-00677,2025-06-12,Low,0.4,Physical damage
INC-001666,AST-00678,2026-01-15,Medium,1.1,Electrical fault
INC-001667,AST-00678,2024-04-12,Medium,5.8,Physical damage
INC-001668,AST-00679,2026-01-19,Low,1.2,Protection trip
INC-001669,AST-00679,2026-03-21,High,6.2,Overheating
INC-001670,AST-00680,2026-06-26,Critical,0.8,Physical damage
INC-001671,AST-00681,2024-09-01,High,7.9,Protection trip
INC-001672,AST-00681,2025-04-20,Medium,2.9,Electrical fault
INC-001673,AST-00681,2024-11-15,Medium,4.3,Physical damage
INC-001674,AST-00682,2025-11-27,High,10.0,Overheating
INC-001675,AST-00683,2025-03-07,High,3.6,Electrical fault
INC-001676,AST-00684,2026-05-01,Low,1.2,Protection trip
INC-001677,AST-00684,2024-02-22,Low,0.8,Electrical fault
INC-001678,AST-00684,2024-12-26,High,1.8,Physical damage
INC-001679,AST-00684,2025-02-24,Low,1.6,Electrical fault
INC-001680,AST-00685,2025-10-29,High,2.3,Overheating
INC-001681,AST-00685,2025-01-31,Low,0.5,Physical damage
INC-001682,AST-00685,2025-10-25,Low,0.7,Inspection finding
INC-001683,AST-00685,2025-06-24,Low,1.6,Physical damage
INC-001684,AST-00685,2025-02-12,Low,0.6,Inspection finding
INC-001685,AST-00686,2026-07-10,High,5.6,Electrical fault
INC-001686,AST-00688,2026-06-30,Low,0.5,Electrical fault
INC-001687,AST-00689,2025-09-03,Low,0.4,Protection trip
INC-001688,AST-00689,2025-12-20,Critical,9.9,Electrical fault
INC-001689,AST-00690,2024-01-27,Medium,2.9,Overheating
INC-001690,AST-00690,2024-03-25,High,7.7,Electrical fault
INC-001691,AST-00690,2026-01-25,Low,0.6,Inspection finding
INC-001692,AST-00691,2024-07-31,Low,0.4,Physical damage
INC-001693,AST-00691,2024-01-09,Low,1.5,Inspection finding
INC-001694,AST-00691,2025-07-18,Medium,0.6,Overheating
INC-001695,AST-00691,2024-10-27,Low,1.6,Inspection finding
INC-001696,AST-00692,2024-09-23,Low,1.4,Protection trip
INC-001697,AST-00692,2024-05-22,High,8.0,Overheating
INC-001698,AST-00692,2024-10-27,Low,2.0,Overheating
INC-001699,AST-00692,2026-03-08,Medium,0.4,Physical damage
INC-001700,AST-00692,2026-04-06,Low,0.4,Overheating
INC-001701,AST-00692,2025-07-25,Low,1.0,Physical damage
INC-001702,AST-00693,2026-01-27,High,8.8,Physical damage
INC-001703,AST-00693,2025-05-07,Low,0.6,Electrical fault
INC-001704,AST-00693,2026-05-23,Critical,15.0,Overheating
INC-001705,AST-00694,2025-06-25,High,1.9,Overheating
INC-001706,AST-00694,2026-07-30,Low,2.9,Inspection finding
INC-001707,AST-00695,2026-07-26,Medium,1.6,Electrical fault
INC-001708,AST-00695,2025-08-30,Medium,0.4,Physical damage
INC-001709,AST-00695,2026-08-22,Critical,2.7,Electrical fault
INC-001710,AST-00695,2024-02-02,Critical,7.1,Electrical fault
INC-001711,AST-00696,2024-08-14,Low,3.6,Protection trip
INC-001712,AST-00696,2025-12-29,Medium,3.5,Inspection finding
INC-001713,AST-00697,2024-09-15,Low,0.7,Overheating
INC-001714,AST-00697,2024-12-14,Low,1.8,Protection trip
INC-001715,AST-00697,2024-04-17,Medium,1.3,Inspection finding
INC-001716,AST-00697,2024-09-20,Low,1.1,Inspection finding
INC-001717,AST-00697,2025-06-15,Low,3.6,Physical damage
INC-001718,AST-00698,2025-11-14,Medium,1.1,Overheating
INC-001719,AST-00698,2026-03-04,High,2.8,Inspection finding
INC-001720,AST-00698,2024-10-12,High,3.3,Electrical fault
INC-001721,AST-00698,2026-03-27,High,9.9,Physical damage
