work_order_id,asset_id,work_type,priority,created_date,sla_due_date,completed_date,status,estimated_hours,required_skill
WO-0004730,AST-00534,Corrective,Medium,2026-05-15,2026-05-25,2026-05-16,Completed,6.6,cable
WO-0000762,AST-00194,Preventive,Medium,2026-05-16,2026-05-26,2026-05-18,Completed,6.6,third_rail
WO-0001183,AST-00303,Preventive,Medium,2026-05-16,2026-05-26,2026-05-20,Completed,6.0,cable
WO-0004049,AST-00050,Corrective,Medium,2026-05-16,2026-05-26,2026-05-23,Completed,7.8,power
WO-0004189,AST-00143,Corrective,Medium,2026-05-16,2026-05-26,2026-05-18,Completed,6.8,third_rail
WO-0001616,AST-00411,Preventive,Medium,2026-05-17,2026-05-27,2026-06-02,Completed,4.6,cable
WO-0002418,AST-00618,Preventive,Medium,2026-05-17,2026-05-27,2026-05-17,Completed,5.7,breaker
WO-0003027,AST-00770,Preventive,Medium,2026-05-17,2026-05-27,2026-05-18,Completed,5.8,cable
WO-0003054,AST-00777,Preventive,Medium,2026-05-17,2026-05-27,2026-05-23,Completed,6.9,cable
WO-0001455,AST-00371,Preventive,Medium,2026-05-18,2026-05-28,2026-05-20,Completed,7.8,third_rail
WO-0001856,AST-00473,Preventive,Medium,2026-05-18,2026-05-28,2026-05-18,Completed,4.7,power
WO-0001880,AST-00479,Preventive,Medium,2026-05-18,2026-05-28,2026-05-22,Completed,5.9,cable
WO-0002018,AST-00518,Preventive,Medium,2026-05-18,2026-05-28,2026-05-22,Completed,7.4,cable
WO-0002168,AST-00555,Preventive,Medium,2026-05-18,2026-05-28,2026-05-25,Completed,6.1,power
WO-0004143,AST-00119,Corrective,Medium,2026-05-18,2026-05-28,2026-05-18,Completed,6.4,cable
WO-0004193,AST-00144,Corrective,High,2026-05-18,2026-05-23,2026-05-19,Completed,7.1,cable
WO-0005267,AST-00906,Corrective,High,2026-05-18,2026-05-23,2026-05-21,Completed,6.9,cable
WO-0000424,AST-00109,Preventive,Medium,2026-05-19,2026-05-29,2026-05-19,Completed,5.3,power
WO-0003364,AST-00852,Preventive,Medium,2026-05-19,2026-05-29,,Open,6.4,breaker
WO-0004128,AST-00111,Corrective,Medium,2026-05-19,2026-05-29,2026-05-19,Completed,8.3,cable
WO-0005005,AST-00733,Corrective,Medium,2026-05-19,2026-05-29,2026-05-21,Completed,6.0,power
WO-0000670,AST-00170,Preventive,Medium,2026-05-20,2026-05-30,2026-05-25,Completed,6.8,third_rail
WO-0000915,AST-00234,Preventive,Medium,2026-05-20,2026-05-30,2026-05-20,Completed,5.0,cable
WO-0002286,AST-00585,Preventive,Medium,2026-05-20,2026-05-30,2026-05-21,Completed,5.1,third_rail
WO-0003267,AST-00829,Preventive,Medium,2026-05-20,2026-05-30,2026-05-20,Completed,4.3,third_rail
WO-0003499,AST-00882,Preventive,Medium,2026-05-20,2026-05-30,2026-05-25,Completed,5.9,cable
WO-0003537,AST-00891,Preventive,Medium,2026-05-20,2026-05-30,2026-05-21,Completed,6.7,breaker
WO-0004292,AST-00214,Corrective,High,2026-05-20,2026-05-25,2026-05-22,Completed,9.7,third_rail
WO-0004423,AST-00306,Corrective,High,2026-05-20,2026-05-25,2026-05-21,Completed,5.4,cable
WO-0004530,AST-00383,Corrective,Medium,2026-05-20,2026-05-30,2026-05-21,Completed,9.6,third_rail
WO-0004726,AST-00533,Corrective,High,2026-05-20,2026-05-25,,Open,6.4,breaker
WO-0005126,AST-00822,Corrective,Critical,2026-05-20,2026-05-22,2026-05-22,Completed,8.7,cable
WO-0001152,AST-00295,Preventive,Medium,2026-05-21,2026-05-31,2026-05-27,Completed,2.3,third_rail
WO-0001926,AST-00494,Preventive,Medium,2026-05-21,2026-05-31,2026-05-24,Completed,5.8,breaker
WO-0003204,AST-00815,Preventive,Medium,2026-05-21,2026-05-31,2026-05-24,Completed,5.0,power
WO-0004792,AST-00572,Corrective,High,2026-05-21,2026-05-26,2026-05-28,Completed,7.9,third_rail
WO-0002509,AST-00640,Preventive,Medium,2026-05-22,2026-06-01,2026-05-24,Completed,4.4,third_rail
WO-0003839,AST-00966,Preventive,Medium,2026-05-22,2026-06-01,2026-05-23,Completed,4.5,cable
WO-0003875,AST-00975,Preventive,Medium,2026-05-22,2026-06-01,2026-05-25,Completed,4.7,breaker
WO-0004124,AST-00106,Corrective,Medium,2026-05-22,2026-06-01,2026-05-27,Completed,7.8,cable
WO-0004418,AST-00305,Corrective,High,2026-05-22,2026-05-27,,Open,4.3,third_rail
WO-0004808,AST-00587,Corrective,Medium,2026-05-22,2026-06-01,2026-05-26,Completed,7.6,power
WO-0004868,AST-00637,Corrective,High,2026-05-22,2026-05-27,2026-05-24,Completed,7.2,cable
WO-0005331,AST-00954,Corrective,High,2026-05-22,2026-05-27,2026-05-28,Completed,6.8,power
WO-0000985,AST-00252,Preventive,Medium,2026-05-23,2026-06-02,2026-05-24,Completed,7.7,third_rail
WO-0001557,AST-00398,Preventive,Medium,2026-05-23,2026-06-02,2026-05-25,Completed,5.3,breaker
WO-0001700,AST-00433,Preventive,Medium,2026-05-23,2026-06-02,,Open,5.3,cable
WO-0002028,AST-00520,Preventive,Medium,2026-05-23,2026-06-02,2026-05-24,Completed,3.0,third_rail
WO-0002270,AST-00581,Preventive,Medium,2026-05-23,2026-06-02,2026-06-01,Completed,4.5,cable
WO-0002785,AST-00707,Preventive,Medium,2026-05-23,2026-06-02,2026-06-05,Completed,3.9,third_rail
WO-0003106,AST-00791,Preventive,Medium,2026-05-23,2026-06-02,2026-05-26,Completed,5.4,breaker
WO-0001371,AST-00352,Preventive,Medium,2026-05-24,2026-06-03,2026-05-27,Completed,4.3,power
WO-0003156,AST-00804,Preventive,Medium,2026-05-24,2026-06-03,2026-05-28,Completed,4.8,cable
WO-0003333,AST-00845,Preventive,Medium,2026-05-24,2026-06-03,2026-05-26,Completed,3.1,power
WO-0003720,AST-00936,Preventive,Medium,2026-05-24,2026-06-03,2026-05-26,Completed,6.2,breaker
WO-0003805,AST-00958,Preventive,Medium,2026-05-24,2026-06-03,2026-05-26,Completed,4.6,cable
WO-0004504,AST-00365,Corrective,Medium,2026-05-24,2026-06-03,2026-05-25,Completed,2.7,cable
WO-0004951,AST-00693,Corrective,Critical,2026-05-24,2026-05-26,2026-05-24,Completed,8.4,breaker
WO-0003121,AST-00795,Preventive,Medium,2026-05-25,2026-06-04,2026-05-28,Completed,4.8,power
WO-0004012,AST-00026,Corrective,Medium,2026-05-25,2026-06-04,2026-05-25,Completed,6.4,breaker
WO-0000787,AST-00200,Preventive,Medium,2026-05-26,2026-06-05,2026-05-27,Completed,5.4,breaker
WO-0001432,AST-00366,Preventive,Medium,2026-05-26,2026-06-05,2026-06-02,Completed,5.1,cable
WO-0003408,AST-00861,Preventive,Medium,2026-05-26,2026-06-05,2026-05-28,Completed,5.4,cable
WO-0005358,AST-00974,Corrective,High,2026-05-26,2026-05-31,2026-05-26,Completed,4.2,third_rail
WO-0000949,AST-00243,Preventive,Medium,2026-05-27,2026-06-06,2026-05-31,Completed,4.9,breaker
WO-0003934,AST-00989,Preventive,Medium,2026-05-27,2026-06-06,2026-05-29,Completed,5.7,breaker
WO-0004869,AST-00640,Corrective,Medium,2026-05-27,2026-06-06,2026-05-29,Completed,5.0,third_rail
WO-0001833,AST-00467,Preventive,Medium,2026-05-28,2026-06-07,2026-05-29,Completed,7.1,cable
WO-0002769,AST-00704,Preventive,Medium,2026-05-28,2026-06-07,2026-05-31,Completed,5.6,third_rail
WO-0000542,AST-00140,Preventive,Medium,2026-05-29,2026-06-08,2026-05-30,Completed,3.6,power
WO-0002810,AST-00715,Preventive,Medium,2026-05-29,2026-06-08,2026-05-31,Completed,6.0,third_rail
WO-0003098,AST-00789,Preventive,Medium,2026-05-29,2026-06-08,2026-06-04,Completed,3.5,third_rail
WO-0001401,AST-00359,Preventive,Medium,2026-05-30,2026-06-09,2026-06-04,Completed,5.2,cable
WO-0002379,AST-00607,Preventive,Medium,2026-05-30,2026-06-09,2026-06-01,Completed,5.5,third_rail
WO-0003129,AST-00797,Preventive,Medium,2026-05-30,2026-06-09,2026-06-01,Completed,6.8,power
WO-0001726,AST-00440,Preventive,Medium,2026-05-31,2026-06-10,2026-06-03,Completed,1.5,cable
WO-0002383,AST-00608,Preventive,Medium,2026-05-31,2026-06-10,2026-06-01,Completed,3.3,power
WO-0002522,AST-00644,Preventive,Medium,2026-05-31,2026-06-10,2026-06-03,Completed,5.1,breaker
WO-0003270,AST-00830,Preventive,Medium,2026-05-31,2026-06-10,2026-06-03,Completed,7.7,breaker
WO-0003576,AST-00900,Preventive,Medium,2026-05-31,2026-06-10,2026-06-14,Completed,2.0,cable
WO-0004134,AST-00114,Corrective,Critical,2026-05-31,2026-06-02,2026-06-04,Completed,7.7,cable
WO-0004541,AST-00392,Corrective,Critical,2026-05-31,2026-06-02,,Open,3.3,power
WO-0004737,AST-00539,Corrective,Medium,2026-05-31,2026-06-10,2026-06-01,Completed,5.8,power
WO-0001916,AST-00491,Preventive,Medium,2026-06-01,2026-06-11,2026-06-03,Completed,5.5,cable
WO-0002696,AST-00686,Preventive,Medium,2026-06-01,2026-06-11,2026-06-02,Completed,2.8,breaker
WO-0003682,AST-00926,Preventive,Medium,2026-06-01,2026-06-11,2026-06-02,Completed,5.7,breaker
WO-0004028,AST-00037,Corrective,Medium,2026-06-01,2026-06-11,2026-06-04,Completed,9.5,power
WO-0004068,AST-00058,Corrective,Medium,2026-06-01,2026-06-11,2026-06-11,Completed,7.1,cable
WO-0004341,AST-00238,Corrective,High,2026-06-01,2026-06-06,2026-06-02,Completed,9.2,third_rail
WO-0000356,AST-00090,Preventive,Medium,2026-06-02,2026-06-12,2026-06-05,Completed,5.4,cable
WO-0000539,AST-00139,Preventive,Medium,2026-06-02,2026-06-12,2026-06-04,Completed,4.9,third_rail
WO-0000990,AST-00253,Preventive,Medium,2026-06-02,2026-06-12,2026-06-06,Completed,6.6,cable
WO-0002216,AST-00568,Preventive,Medium,2026-06-02,2026-06-12,2026-06-04,Completed,4.5,power
WO-0002280,AST-00583,Preventive,Medium,2026-06-02,2026-06-12,2026-06-05,Completed,3.3,power
WO-0002588,AST-00660,Preventive,Medium,2026-06-02,2026-06-12,,Open,6.3,breaker
WO-0003187,AST-00811,Preventive,Medium,2026-06-02,2026-06-12,2026-06-08,Completed,8.6,power
WO-0004918,AST-00672,Corrective,Medium,2026-06-02,2026-06-12,2026-06-02,Completed,7.5,cable
WO-0005258,AST-00901,Corrective,Critical,2026-06-02,2026-06-04,2026-06-09,Completed,7.5,cable
WO-0000608,AST-00156,Preventive,Medium,2026-06-03,2026-06-13,2026-06-04,Completed,3.8,cable
WO-0002844,AST-00722,Preventive,Medium,2026-06-03,2026-06-13,2026-06-06,Completed,6.2,cable
WO-0003768,AST-00949,Preventive,Medium,2026-06-03,2026-06-13,2026-06-04,Completed,4.6,third_rail
WO-0004637,AST-00460,Corrective,Medium,2026-06-03,2026-06-13,2026-06-08,Completed,6.1,cable
WO-0004980,AST-00715,Corrective,High,2026-06-03,2026-06-08,2026-06-04,Completed,7.0,third_rail
WO-0000060,AST-00017,Preventive,Medium,2026-06-04,2026-06-14,2026-06-09,Completed,4.0,cable
WO-0001139,AST-00292,Preventive,Medium,2026-06-04,2026-06-14,2026-06-10,Completed,4.4,power
WO-0001232,AST-00315,Preventive,Medium,2026-06-04,2026-06-14,2026-06-09,Completed,2.9,breaker
WO-0001611,AST-00410,Preventive,Medium,2026-06-04,2026-06-14,2026-06-04,Completed,3.6,third_rail
WO-0003439,AST-00868,Preventive,Medium,2026-06-04,2026-06-14,2026-06-06,Completed,6.1,third_rail
WO-0004222,AST-00165,Corrective,Medium,2026-06-04,2026-06-14,2026-06-10,Completed,6.5,cable
WO-0004378,AST-00270,Corrective,Medium,2026-06-04,2026-06-14,2026-06-06,Completed,7.2,power
WO-0000005,AST-00001,Preventive,Medium,2026-06-05,2026-06-15,2026-06-05,Completed,3.6,third_rail
WO-0001099,AST-00282,Preventive,Medium,2026-06-05,2026-06-15,2026-06-08,Completed,3.9,breaker
WO-0001336,AST-00342,Preventive,Medium,2026-06-05,2026-06-15,2026-06-07,Completed,6.0,third_rail
WO-0001594,AST-00406,Preventive,Medium,2026-06-05,2026-06-15,2026-06-11,Completed,4.8,third_rail
WO-0005302,AST-00932,Corrective,Medium,2026-06-05,2026-06-15,2026-06-05,Completed,5.8,breaker
WO-0000613,AST-00157,Preventive,Medium,2026-06-06,2026-06-16,2026-06-07,Completed,6.7,breaker
WO-0000970,AST-00248,Preventive,Medium,2026-06-06,2026-06-16,2026-06-11,Completed,6.9,cable
WO-0002112,AST-00542,Preventive,Medium,2026-06-06,2026-06-16,2026-06-09,Completed,7.7,cable
WO-0002312,AST-00591,Preventive,Medium,2026-06-06,2026-06-16,2026-06-14,Completed,6.4,third_rail
WO-0003678,AST-00925,Preventive,Medium,2026-06-06,2026-06-16,2026-06-07,Completed,4.3,power
WO-0003972,AST-00998,Preventive,Medium,2026-06-06,2026-06-16,2026-06-10,Completed,4.4,power
WO-0004758,AST-00551,Corrective,Medium,2026-06-06,2026-06-16,2026-06-06,Completed,5.7,cable
WO-0001071,AST-00275,Preventive,Medium,2026-06-07,2026-06-17,2026-06-08,Completed,6.2,cable
WO-0002928,AST-00745,Preventive,Medium,2026-06-07,2026-06-17,2026-06-13,Completed,5.4,cable
WO-0003622,AST-00910,Preventive,Medium,2026-06-07,2026-06-17,2026-06-10,Completed,4.2,breaker
WO-0004067,AST-00058,Corrective,Medium,2026-06-07,2026-06-17,2026-06-10,Completed,8.7,cable
WO-0004197,AST-00146,Corrective,Medium,2026-06-07,2026-06-17,2026-06-13,Completed,5.3,breaker
WO-0004285,AST-00210,Corrective,High,2026-06-07,2026-06-12,2026-06-08,Completed,4.7,cable
WO-0005196,AST-00859,Corrective,Critical,2026-06-07,2026-06-09,2026-06-13,Completed,5.6,breaker
WO-0001147,AST-00294,Preventive,Medium,2026-06-08,2026-06-18,,Open,6.6,power
WO-0002145,AST-00550,Preventive,Medium,2026-06-08,2026-06-18,2026-06-17,Completed,5.3,cable
WO-0003992,AST-00009,Corrective,Medium,2026-06-08,2026-06-18,2026-06-13,Completed,5.9,power
WO-0004661,AST-00483,Corrective,Medium,2026-06-08,2026-06-18,,Open,3.7,cable
WO-0000393,AST-00100,Preventive,Medium,2026-06-09,2026-06-19,2026-06-11,Completed,7.0,third_rail
WO-0000665,AST-00169,Preventive,Medium,2026-06-09,2026-06-19,2026-06-13,Completed,5.1,breaker
WO-0001014,AST-00259,Preventive,Medium,2026-06-09,2026-06-19,2026-06-12,Completed,2.7,power
WO-0001038,AST-00265,Preventive,Medium,2026-06-09,2026-06-19,2026-06-15,Completed,5.1,third_rail
WO-0001143,AST-00293,Preventive,Medium,2026-06-09,2026-06-19,2026-06-13,Completed,6.0,third_rail
WO-0001321,AST-00338,Preventive,Medium,2026-06-09,2026-06-19,2026-06-12,Completed,6.0,cable
WO-0002200,AST-00563,Preventive,Medium,2026-06-09,2026-06-19,2026-06-14,Completed,4.2,third_rail
WO-0002923,AST-00744,Preventive,Medium,2026-06-09,2026-06-19,2026-06-15,Completed,4.0,power
WO-0003772,AST-00950,Preventive,Medium,2026-06-09,2026-06-19,2026-06-11,Completed,3.8,breaker
WO-0004161,AST-00128,Corrective,Medium,2026-06-09,2026-06-19,2026-06-18,Completed,3.4,power
WO-0004561,AST-00409,Corrective,Critical,2026-06-09,2026-06-11,2026-06-11,Completed,6.3,power
WO-0004640,AST-00462,Corrective,High,2026-06-09,2026-06-14,2026-06-12,Completed,6.3,power
WO-0004722,AST-00530,Corrective,Medium,2026-06-09,2026-06-19,2026-06-09,Completed,4.4,breaker
WO-0004750,AST-00546,Corrective,Medium,2026-06-09,2026-06-19,,Open,7.5,cable
WO-0002918,AST-00743,Preventive,Medium,2026-06-10,2026-06-20,2026-06-14,Completed,4.5,third_rail
WO-0003653,AST-00919,Preventive,Medium,2026-06-10,2026-06-20,2026-06-10,Completed,7.3,breaker
WO-0000413,AST-00106,Preventive,Medium,2026-06-11,2026-06-21,2026-06-16,Completed,6.3,cable
WO-0001750,AST-00445,Preventive,Medium,2026-06-11,2026-06-21,2026-06-12,Completed,6.7,breaker
WO-0002069,AST-00532,Preventive,Medium,2026-06-11,2026-06-21,2026-06-12,Completed,4.1,cable
WO-0002941,AST-00748,Preventive,Medium,2026-06-11,2026-06-21,2026-06-15,Completed,5.8,cable
WO-0000026,AST-00006,Preventive,Medium,2026-06-12,2026-06-22,2026-06-13,Completed,4.4,third_rail
WO-0001280,AST-00327,Preventive,Medium,2026-06-12,2026-06-22,2026-06-14,Completed,2.5,third_rail
WO-0001498,AST-00382,Preventive,Medium,2026-06-12,2026-06-22,2026-06-12,Completed,7.2,third_rail
WO-0002047,AST-00526,Preventive,Medium,2026-06-12,2026-06-22,2026-06-14,Completed,3.9,breaker
WO-0003289,AST-00834,Preventive,Medium,2026-06-12,2026-06-22,2026-06-13,Completed,6.1,cable
WO-0004993,AST-00722,Corrective,Medium,2026-06-12,2026-06-22,2026-06-15,Completed,6.0,cable
WO-0005359,AST-00974,Corrective,Medium,2026-06-12,2026-06-22,2026-06-19,Completed,7.0,third_rail
WO-0001695,AST-00431,Preventive,Medium,2026-06-13,2026-06-23,2026-06-16,Completed,4.9,third_rail
WO-0005202,AST-00863,Corrective,Medium,2026-06-13,2026-06-23,2026-06-15,Completed,8.3,third_rail
WO-0001250,AST-00320,Preventive,Medium,2026-06-14,2026-06-24,2026-06-15,Completed,5.5,third_rail
WO-0001503,AST-00383,Preventive,Medium,2026-06-14,2026-06-24,2026-06-16,Completed,5.0,third_rail
WO-0001789,AST-00455,Preventive,Medium,2026-06-14,2026-06-24,2026-06-15,Completed,5.5,power
WO-0002148,AST-00551,Preventive,Medium,2026-06-14,2026-06-24,2026-06-16,Completed,3.5,cable
WO-0004316,AST-00226,Corrective,Medium,2026-06-14,2026-06-24,2026-06-15,Completed,4.8,third_rail
WO-0002690,AST-00684,Preventive,Medium,2026-06-15,2026-06-25,,Open,3.4,cable
WO-0003477,AST-00878,Preventive,Medium,2026-06-15,2026-06-25,2026-06-17,Completed,7.8,breaker
WO-0003953,AST-00993,Preventive,Medium,2026-06-15,2026-06-25,2026-06-15,Completed,3.7,third_rail
WO-0000753,AST-00192,Preventive,Medium,2026-06-16,2026-06-26,2026-06-20,Completed,4.9,breaker
WO-0001168,AST-00298,Preventive,Medium,2026-06-16,2026-06-26,,Open,3.4,third_rail
WO-0002275,AST-00582,Preventive,Medium,2026-06-16,2026-06-26,2026-06-17,Completed,3.9,cable
WO-0003114,AST-00793,Preventive,Medium,2026-06-16,2026-06-26,2026-06-16,Completed,5.1,breaker
WO-0004030,AST-00037,Corrective,Medium,2026-06-16,2026-06-26,2026-06-16,Completed,5.1,power
WO-0004312,AST-00225,Corrective,Medium,2026-06-16,2026-06-26,,Open,8.0,breaker
WO-0004621,AST-00453,Corrective,Medium,2026-06-16,2026-06-26,,Open,6.7,cable
WO-0004964,AST-00704,Corrective,High,2026-06-16,2026-06-21,2026-06-20,Completed,6.6,third_rail
WO-0005255,AST-00899,Corrective,Medium,2026-06-16,2026-06-26,2026-06-18,Completed,4.9,breaker
WO-0000016,AST-00004,Preventive,Medium,2026-06-17,2026-06-27,,Open,4.1,cable
WO-0000254,AST-00066,Preventive,Medium,2026-06-17,2026-06-27,2026-06-23,Completed,2.2,cable
WO-0000361,AST-00092,Preventive,Medium,2026-06-17,2026-06-27,2026-06-20,Completed,5.6,cable
WO-0000933,AST-00238,Preventive,Medium,2026-06-17,2026-06-27,,Open,6.1,third_rail
WO-0001646,AST-00419,Preventive,Medium,2026-06-17,2026-06-27,,Open,4.1,breaker
WO-0001823,AST-00464,Preventive,Medium,2026-06-17,2026-06-27,2026-06-18,Completed,5.6,breaker
WO-0002932,AST-00746,Preventive,Medium,2026-06-17,2026-06-27,2026-06-19,Completed,4.0,cable
WO-0002961,AST-00752,Preventive,Medium,2026-06-17,2026-06-27,2026-06-23,Completed,4.7,breaker
WO-0002989,AST-00759,Preventive,Medium,2026-06-17,2026-06-27,2026-06-18,Completed,6.9,power
WO-0003161,AST-00805,Preventive,Medium,2026-06-17,2026-06-27,2026-06-19,Completed,3.0,power
WO-0000043,AST-00012,Preventive,Medium,2026-06-18,2026-06-28,2026-06-21,Completed,3.6,third_rail
WO-0000121,AST-00031,Preventive,Medium,2026-06-18,2026-06-28,2026-06-19,Completed,3.4,cable
WO-0000291,AST-00074,Preventive,Medium,2026-06-18,2026-06-28,,Open,6.8,breaker
WO-0002780,AST-00706,Preventive,Medium,2026-06-18,2026-06-28,,Open,4.9,cable
WO-0003728,AST-00938,Preventive,Medium,2026-06-18,2026-06-28,,Open,5.0,power
WO-0004566,AST-00411,Corrective,Medium,2026-06-18,2026-06-28,2026-06-20,Completed,7.6,cable
WO-0000630,AST-00161,Preventive,Medium,2026-06-19,2026-06-29,2026-06-22,Completed,4.8,power
WO-0001508,AST-00385,Preventive,Medium,2026-06-19,2026-06-29,,Open,5.7,breaker
WO-0002515,AST-00642,Preventive,Medium,2026-06-19,2026-06-29,2026-06-21,Completed,3.5,third_rail
WO-0003227,AST-00821,Preventive,Medium,2026-06-19,2026-06-29,,Open,3.1,power
WO-0004971,AST-00709,Corrective,High,2026-06-19,2026-06-24,,Open,2.0,cable
WO-0000497,AST-00128,Preventive,Medium,2026-06-20,2026-06-30,,Open,4.2,power
WO-0000994,AST-00254,Preventive,Medium,2026-06-20,2026-06-30,2026-06-21,Completed,10.0,breaker
WO-0001948,AST-00500,Preventive,Medium,2026-06-20,2026-06-30,2026-06-24,Completed,3.5,cable
WO-0003307,AST-00837,Preventive,Medium,2026-06-20,2026-06-30,,Open,5.3,third_rail
WO-0004325,AST-00230,Corrective,High,2026-06-20,2026-06-25,,Open,2.0,power
WO-0005395,AST-00004,Corrective,Medium,2026-06-20,2026-06-30,2026-06-20,Completed,3.8,cable
WO-0005404,AST-00018,Corrective,Medium,2026-06-20,2026-06-30,2026-06-21,Completed,5.8,power
WO-0005443,AST-00096,Corrective,High,2026-06-20,2026-06-25,2026-06-24,Completed,7.4,cable
WO-0005449,AST-00097,Corrective,High,2026-06-20,2026-06-25,,Open,9.2,breaker
WO-0005490,AST-00148,Corrective,High,2026-06-20,2026-06-25,,Open,5.6,cable
WO-0005498,AST-00150,Corrective,High,2026-06-20,2026-06-25,,Open,5.1,power
WO-0005547,AST-00198,Corrective,High,2026-06-20,2026-06-25,2026-06-21,Completed,6.8,third_rail
WO-0005578,AST-00242,Corrective,Medium,2026-06-20,2026-06-30,,Open,2.7,third_rail
WO-0005581,AST-00245,Corrective,Medium,2026-06-20,2026-06-30,2026-06-24,Completed,3.2,cable
WO-0005616,AST-00296,Corrective,High,2026-06-20,2026-06-25,,Open,5.5,third_rail
WO-0005633,AST-00344,Corrective,Medium,2026-06-20,2026-06-30,2026-06-24,Completed,4.9,cable
WO-0005669,AST-00395,Corrective,Medium,2026-06-20,2026-06-30,2026-06-23,Completed,4.8,power
WO-0005748,AST-00555,Corrective,Medium,2026-06-20,2026-06-30,2026-06-24,Completed,5.3,power
WO-0005763,AST-00571,Corrective,Medium,2026-06-20,2026-06-30,2026-06-26,Completed,9.2,breaker
WO-0005777,AST-00598,Corrective,Medium,2026-06-20,2026-06-30,2026-06-24,Completed,6.2,cable
WO-0005813,AST-00632,Corrective,Medium,2026-06-20,2026-06-30,2026-06-20,Completed,5.2,third_rail
WO-0005873,AST-00709,Corrective,Medium,2026-06-20,2026-06-30,2026-06-22,Completed,2.9,cable
WO-0005902,AST-00750,Corrective,High,2026-06-20,2026-06-25,,Open,2.0,third_rail
WO-0005923,AST-00778,Corrective,Medium,2026-06-20,2026-06-30,,Open,6.8,power
WO-0006027,AST-00899,Corrective,High,2026-06-20,2026-06-25,,Open,2.7,breaker
WO-0001294,AST-00330,Preventive,Medium,2026-06-21,2026-07-01,,Open,5.3,breaker
WO-0001628,AST-00415,Preventive,Medium,2026-06-21,2026-07-01,2026-06-27,Completed,3.4,power
WO-0001930,AST-00495,Preventive,Medium,2026-06-21,2026-07-01,,Open,4.5,third_rail
WO-0002878,AST-00731,Preventive,Medium,2026-06-21,2026-07-01,,Open,3.2,breaker
WO-0003149,AST-00802,Preventive,Medium,2026-06-21,2026-07-01,,Open,5.2,breaker
WO-0005292,AST-00924,Corrective,Medium,2026-06-21,2026-07-01,,Open,5.0,cable
WO-0005393,AST-00001,Corrective,High,2026-06-21,2026-06-26,,Open,4.9,third_rail
WO-0005431,AST-00087,Corrective,Medium,2026-06-21,2026-07-01,2026-06-25,Completed,6.8,cable
WO-0005450,AST-00098,Corrective,Medium,2026-06-21,2026-07-01,2026-06-23,Completed,6.7,power
WO-0005456,AST-00101,Corrective,Medium,2026-06-21,2026-07-01,2026-06-23,Completed,7.1,third_rail
WO-0005461,AST-00114,Corrective,Medium,2026-06-21,2026-07-01,2026-06-24,Completed,6.6,cable
WO-0005466,AST-00117,Corrective,High,2026-06-21,2026-06-26,2026-06-23,Completed,7.2,third_rail
WO-0005506,AST-00161,Corrective,High,2026-06-21,2026-06-26,2026-06-24,Completed,5.6,power
WO-0005526,AST-00170,Corrective,Medium,2026-06-21,2026-07-01,2026-06-22,Completed,2.6,third_rail
WO-0005538,AST-00183,Corrective,Medium,2026-06-21,2026-07-01,2026-06-27,Completed,4.4,cable
WO-0005552,AST-00213,Corrective,Medium,2026-06-21,2026-07-01,2026-06-24,Completed,3.4,breaker
WO-0005567,AST-00230,Corrective,High,2026-06-21,2026-06-26,,Open,7.7,power
WO-0005595,AST-00270,Corrective,High,2026-06-21,2026-06-26,2026-06-22,Completed,4.1,power
WO-0005598,AST-00281,Corrective,Medium,2026-06-21,2026-07-01,,Open,8.9,power
WO-0005639,AST-00352,Corrective,Medium,2026-06-21,2026-07-01,,Open,5.2,power
WO-0005650,AST-00379,Corrective,Medium,2026-06-21,2026-07-01,2026-06-22,Completed,8.1,breaker
WO-0005737,AST-00536,Corrective,Medium,2026-06-21,2026-07-01,2026-06-27,Completed,7.6,breaker
WO-0005757,AST-00563,Corrective,Medium,2026-06-21,2026-07-01,,Open,2.8,third_rail
WO-0005785,AST-00606,Corrective,Medium,2026-06-21,2026-07-01,2026-06-22,Completed,6.2,third_rail
WO-0005789,AST-00611,Corrective,Medium,2026-06-21,2026-07-01,2026-06-23,Completed,6.8,cable
WO-0005882,AST-00718,Corrective,Medium,2026-06-21,2026-07-01,,Open,6.6,power
WO-0005911,AST-00757,Corrective,High,2026-06-21,2026-06-26,,Open,5.0,breaker
WO-0005947,AST-00799,Corrective,Medium,2026-06-21,2026-07-01,2026-06-22,Completed,7.9,cable
WO-0005967,AST-00831,Corrective,Medium,2026-06-21,2026-07-01,2026-06-21,Completed,5.3,cable
WO-0005971,AST-00837,Corrective,Medium,2026-06-21,2026-07-01,,Open,7.0,third_rail
WO-0006022,AST-00896,Corrective,High,2026-06-21,2026-06-26,2026-06-30,Completed,6.1,third_rail
WO-0006047,AST-00918,Corrective,Medium,2026-06-21,2026-07-01,,Open,2.4,power
WO-0006057,AST-00932,Corrective,Medium,2026-06-21,2026-07-01,2026-06-22,Completed,3.6,breaker
WO-0006094,AST-00986,Corrective,Medium,2026-06-21,2026-07-01,,Open,3.8,third_rail
WO-0000105,AST-00027,Preventive,Medium,2026-06-22,2026-07-02,,Open,4.6,cable
WO-0000847,AST-00216,Preventive,Medium,2026-06-22,2026-07-02,2026-06-23,Completed,3.8,cable
WO-0002338,AST-00596,Preventive,Medium,2026-06-22,2026-07-02,2026-06-26,Completed,5.5,breaker
WO-0003467,AST-00876,Preventive,Medium,2026-06-22,2026-07-02,,Open,6.9,third_rail
